id;title;author;year-birth;year-death;year-worldcat;year-ref;language;downloads;subjects;shortauthor;shorttitle;worldcaturl
PG31787;The Bird and Insects' Post Office;Bloomfield, Robert;1766.0;1823.0;2013.0;1804;['en'];70;"{'Birds -- Juvenile fiction', ""Children's stories"", 'Animal behavior -- Juvenile fiction', 'Insects -- Juvenile fiction'}";Robert+Bloomfield;Bird+Insects;https://www.worldcat.org/search?q=Robert+Bloomfield+Bird+Insects&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31439;Weird Tales, Vol. 2 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1885.0;1809;['en'];169;{'Fantasy fiction, German -- Translations into English', 'Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Translations into English'};Hoffmann;Weird+Tales;https://www.worldcat.org/search?q=Hoffmann+Weird+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13010;"Frank Mildmay; Or, The Naval Officer";Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];5;{'Sea stories', 'Great Britain. Royal Navy -- Officers -- Fiction', 'Great Britain -- History, Naval -- 19th century -- Fiction'};Frederick+Marryat;Frank+Mildmay;https://www.worldcat.org/search?q=Frederick+Marryat+Frank+Mildmay&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16053;The Haunted Chamber: A Novel;Duchess;;1897.0;1800.0;1800;['en'];15;{'Fantasy fiction, Irish'};Duchess;Haunted+Chamber;https://www.worldcat.org/search?q=Duchess+Haunted+Chamber&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1473;The Absentee;Edgeworth, Maria;1767.0;1849.0;1809.0;1809;['en'];93;{'Administration of estates -- Fiction', 'British -- Ireland -- Fiction', 'Satire', 'Ireland -- Fiction', 'Domestic fiction', 'Absentee landlordism -- Fiction', 'Socialites -- Fiction', 'Landowners -- Fiction'};Maria+Edgeworth;Absentee;https://www.worldcat.org/search?q=Maria+Edgeworth+Absentee&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31091;Cedar Creek: From the Shanty to the Settlement. A Tale of Canadian Life;Walshe, Elizabeth H. (Elizabeth Hely);;1869.0;1800.0;1800;['en'];16;{'Canada -- Juvenile fiction', 'Irish -- Canada -- Juvenile fiction', 'Frontier and pioneer life -- Canada -- Juvenile fiction'};Elizabeth+Walshe;Cedar+Creek;https://www.worldcat.org/search?q=Elizabeth+Walshe+Cedar+Creek&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28768;The History of Little King Pippin: With an Account of the Melancholy Death of Four Naughty Boys, Who were Devoured by Wild Beasts. And the Wonderful Delivery of Master Harry Harmless, by a Little White Horse.;Bewick, Thomas;1753.0;1828.0;1800.0;1800;['en'];14;{'Conduct of life -- Juvenile fiction'};Thomas+Bewick;History+Little;https://www.worldcat.org/search?q=Thomas+Bewick+History+Little&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31668;The Serapion Brethren, Vol. II;Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1886.0;1809;['en'];58;{'Fiction'};Hoffmann;Serapion+Brethren;https://www.worldcat.org/search?q=Hoffmann+Serapion+Brethren&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1668;The Tapestried Chamber, and Death of the Laird's Jock;Scott, Walter;1771.0;1832.0;1800.0;1800;['en'];207;{'Ghost stories', 'Scotland -- Social life and customs -- Fiction'};Walter+Scott;Tapestried+Chamber;https://www.worldcat.org/search?q=Walter+Scott+Tapestried+Chamber&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32223;"Specimens of German Romance; Vol. II. Master Flea";Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;2014.0;1809;['en'];48;{'German fiction -- Translations into English'};Hoffmann;Specimens+German;https://www.worldcat.org/search?q=Hoffmann+Specimens+German&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37877;Goody Two Shoes;;;;1800.0;1800;['en'];44;{'Animals -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Trials (Witchcraft) -- Juvenile fiction', 'Families -- Juvenile fiction', 'Orphans -- Juvenile fiction'};;Goody+Shoes;https://www.worldcat.org/search?q=+Goody+Shoes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36403;Titan: A Romance. v. 2 (of 2);Jean Paul;1763.0;1825.0;1863.0;1804;['en'];43;{'Fiction'};Paul+Jean;Titan+Romance;https://www.worldcat.org/search?q=Paul+Jean+Titan+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36406;"Mercedes of Castile; Or, The Voyage to Cathay";Cooper, James Fenimore;1789.0;1851.0;1800.0;1800;['en'];25;{'Sea stories', 'America -- Discovery and exploration -- Fiction', 'Spain -- History -- Ferdinand and Isabella, 1479-1516 -- Fiction', 'Columbus, Christopher -- Fiction', 'Historical fiction'};James+Cooper;Mercedes+Castile;https://www.worldcat.org/search?q=James+Cooper+Mercedes+Castile&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28180;"Hanover; Or The Persecution of the Lowly: A Story of the Wilmington Massacre.";Thorne, Jack;1863.0;;1800.0;1800;['en'];18;{'African Americans -- North Carolina -- Wilmington -- Fiction', 'Wilmington (N.C.) -- History -- Fiction'};Jack+Thorne;Hanover+Persecution;https://www.worldcat.org/search?q=Jack+Thorne+Hanover+Persecution&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16017;"The Poor Scholar: Traits And Stories Of The Irish Peasantry, The Works of; William Carleton, Volume Three";Carleton, William;1794.0;1869.0;1800.0;1800;['en'];17;{'Ireland -- Social life and customs -- Fiction'};William+Carleton;Poor+Scholar;https://www.worldcat.org/search?q=William+Carleton+Poor+Scholar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37043;Jill's Red Bag;Le Feuvre, Amy;;1929.0;1800.0;1800;['en'];15;{'Governesses -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Christian life -- Juvenile fiction'};Amy+Feuvre;Jill;https://www.worldcat.org/search?q=Amy+Feuvre+Jill&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22845;The Beauty Of The Village;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];9;{'Mate selection -- Fiction', 'Short stories', 'Young women -- Fiction'};Mary+Mitford;Beauty+Village;https://www.worldcat.org/search?q=Mary+Mitford+Beauty+Village&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50325;"The Castle of Ehrenstein: Its Lords Spiritual and Temporal; Its Inhabitants Earthly and Unearthly";James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];16;{'Gothic fiction', 'Germany -- Fiction'};James;Castle+Ehrenstein;https://www.worldcat.org/search?q=James+Castle+Ehrenstein&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18052;Medoline Selwyn's Work;Colter, J. J., Mrs.;;;1800.0;1800;['en'];14;{'Fiction'};Mrs+Colter;Medoline+Selwyn;https://www.worldcat.org/search?q=Mrs+Colter+Medoline+Selwyn&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1212;Love and Freindship [sic];Austen, Jane;1775.0;1817.0;1922.0;1806;['en'];545;{'Essays', 'England -- Social life and customs -- 18th century -- Fiction', 'Epistolary fiction'};Jane+Austen;Love+Freindship;https://www.worldcat.org/search?q=Jane+Austen+Love+Freindship&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9826;"Homeward Bound; Or, the Chase: A Tale of the Sea";Cooper, James Fenimore;1789.0;1851.0;1800.0;1800;['en'];58;{'Sea stories', 'Ocean travel -- Fiction', 'Pirates -- Fiction'};James+Cooper;Homeward+Bound;https://www.worldcat.org/search?q=James+Cooper+Homeward+Bound&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37908;"Adeline Mowbray; or, The Mother and Daughter";Opie, Amelia;1769.0;1853.0;1805.0;1805;['en'];62;{'Unmarried couples -- Fiction', 'Mothers and daughters -- Fiction', 'Feminist fiction', 'Domestic fiction'};Amelia+Opie;Adeline+Mowbray;https://www.worldcat.org/search?q=Amelia+Opie+Adeline+Mowbray&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31377;Weird Tales. Vol. 1 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1885.0;1809;['en'];229;{'Fantasy fiction, German -- Translations into English', 'Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Translations into English'};Hoffmann;Weird+Tales;https://www.worldcat.org/search?q=Hoffmann+Weird+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49635;Attila: A Romance. Vol. II.;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];2;{'Attila, -453 -- Fiction'};James;Attila+Romance;https://www.worldcat.org/search?q=James+Attila+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22835;The London Visitor;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];6;{'England -- Social life and customs -- 19th century -- Fiction', 'Short stories', 'Country life -- England -- Fiction', 'Pastoral fiction'};Mary+Mitford;London+Visitor;https://www.worldcat.org/search?q=Mary+Mitford+London+Visitor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2706;The Bravo of Venice: A Romance;Zschokke, Heinrich;1771.0;1848.0;1805.0;1805;['en'];32;{'Venice (Italy) -- Fiction', 'Gothic fiction'};Heinrich+Zschokke;Bravo+Venice;https://www.worldcat.org/search?q=Heinrich+Zschokke+Bravo+Venice&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG158;Emma;Austen, Jane;1775.0;1817.0;2008.0;1806;['en'];6566;{'Bildungsromans', 'Mate selection -- Fiction', 'Fathers and daughters -- Fiction', 'Female friendship -- Fiction', 'Love stories', 'Humorous stories', 'England -- Fiction', 'Young women -- Fiction'};Jane+Austen;Emma;https://www.worldcat.org/search?q=Jane+Austen+Emma&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31100;The Complete Project Gutenberg Works of Jane Austen: A Linked Index of all PG Editions of Jane Austen;Austen, Jane;1775.0;1817.0;2006.0;1806;['en'];550;{'Love stories, English', 'England -- Social life and customs -- Fiction'};Jane+Austen;Complete+Project;https://www.worldcat.org/search?q=Jane+Austen+Complete+Project&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7816;The Voyage of Captain Popanilla;Disraeli, Benjamin, Earl of Beaconsfield;1804.0;1881.0;1805.0;1805;['en'];32;{'Utopias -- Fiction'};Benjamin+Disraeli;Voyage+Captain;https://www.worldcat.org/search?q=Benjamin+Disraeli+Voyage+Captain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23952;Valerie;Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];10;{'Fiction'};Frederick+Marryat;Valerie;https://www.worldcat.org/search?q=Frederick+Marryat+Valerie&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21572;Percival Keene;Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];19;{'Great Britain -- History, Naval -- 19th century -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction'};Frederick+Marryat;Percival+Keene;https://www.worldcat.org/search?q=Frederick+Marryat+Percival+Keene&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36501;"Olive Leaves; Or, Sketches of Character";Sigourney, L. H. (Lydia Howard);1791.0;1865.0;1800.0;1800;['en'];20;"{""Children's stories"", ""Children's poetry"", 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}";Sigourney;Olive+Leaves;https://www.worldcat.org/search?q=Sigourney+Olive+Leaves&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49947;The Alhambra;Irving, Washington;1783.0;1859.0;1800.0;1800;['en'];270;{'Spain -- Social life and customs', 'Palaces -- Spain -- Granada', 'Alhambra (Granada, Spain) -- Fiction', 'Irving, Washington, 1783-1859 -- Travel -- Spain', 'Palaces -- Spain -- Granada -- Fiction', 'Spain -- Social life and customs -- Fiction', 'Alhambra (Granada, Spain)'};Washington+Irving;Alhambra;https://www.worldcat.org/search?q=Washington+Irving+Alhambra&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7088;The Pilgrim's Progress in Words of One Syllable;Aikin, Lucy;1781.0;1864.0;1800.0;1800;['en'];122;{'Christian pilgrims and pilgrimages -- Fiction', 'Christian fiction'};Lucy+Aikin;Pilgrim+Progress;https://www.worldcat.org/search?q=Lucy+Aikin+Pilgrim+Progress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2824;Sintram and His Companions;La Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de;1777.0;1843.0;1800.0;1800;['en'];44;{'Castles -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Fantasy fiction', 'Conduct of life -- Juvenile fiction', 'Death -- Juvenile fiction', 'Knights and knighthood -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction'};Fouqué+Motte;Sintram+Companions;https://www.worldcat.org/search?q=Fouqué+Motte+Sintram+Companions&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8404;Jane Talbot;Brown, Charles Brockden;1771.0;1810.0;1859.0;1800;['en'];14;{'Epistolary fiction'};Charles+Brown;Jane+Talbot;https://www.worldcat.org/search?q=Charles+Brown+Jane+Talbot&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36494;The Devil's Elixir, Vol. 1 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1829.0;1809;['en'];76;{'Gothic fiction'};Hoffmann;Devil+Elixir;https://www.worldcat.org/search?q=Hoffmann+Devil+Elixir&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21612;"A Child of the Glens; or, Elsie's Fortunes";Hoare, Edward N.;1842.0;;1800.0;1800;['en'];4;{'Ireland -- Fiction', 'Christian life -- Fiction'};Edward+Hoare;Child+Glens;https://www.worldcat.org/search?q=Edward+Hoare+Child+Glens&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13515;Bracebridge Hall, or The Humorists;Irving, Washington;1783.0;1859.0;1800.0;1800;['en'];24;{'England -- Social life and customs -- 19th century -- Fiction', 'National characteristics, English -- Fiction'};Washington+Irving;Bracebridge+Hall;https://www.worldcat.org/search?q=Washington+Irving+Bracebridge+Hall&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42024;A cup of sweets, that can never cloy: or, delightful tales for good children;Semple, Elizabeth, active 1804-1816;;;1804.0;1804;['en'];45;"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction'}";Elizabeth+Semple;sweets+that;https://www.worldcat.org/search?q=Elizabeth+Semple+sweets+that&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36353;The Invisible Lodge;Jean Paul;1763.0;1825.0;1991.0;1804;['en'];43;{'Fiction'};Paul+Jean;Invisible+Lodge;https://www.worldcat.org/search?q=Paul+Jean+Invisible+Lodge&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36563;The Widow Barnaby. Vol. 3 (of 3);Trollope, Frances Milton;1780.0;1863.0;1800.0;1800;['en'];10;{'Social classes -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Widows -- Fiction'};Frances+Trollope;Widow+Barnaby;https://www.worldcat.org/search?q=Frances+Trollope+Widow+Barnaby&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6781;"The Ghost-Seer; or the Apparitionist; and Sport of Destiny";Schiller, Friedrich;1759.0;1805.0;1800.0;1800;['en'];76;{'Venice (Italy) -- Fiction', 'Ghost stories'};Friedrich+Schiller;Ghost+Seer;https://www.worldcat.org/search?q=Friedrich+Schiller+Ghost+Seer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10938;"The Headsman; Or, The Abbaye des Vignerons";Cooper, James Fenimore;1789.0;1851.0;1800.0;1800;['en'];24;{'Switzerland -- Fiction'};James+Cooper;Headsman+Abbaye;https://www.worldcat.org/search?q=James+Cooper+Headsman+Abbaye&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG946;Lady Susan;Austen, Jane;1775.0;1817.0;2008.0;1806;['en'];1099;{'Mate selection -- Fiction', 'Epistolary fiction', 'England -- Fiction', 'Widows -- Fiction', 'Mothers and daughters -- Fiction'};Jane+Austen;Lady+Susan;https://www.worldcat.org/search?q=Jane+Austen+Lady+Susan&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36164;"Flower, Fruit, and Thorn Pieces;: or, the Wedded Life, Death, and Marriage of Firmian Stanislaus Siebenkaes, Parish Advocate in the Burgh of Kuhschnappel.";Jean Paul;1763.0;1825.0;2003.0;1804;['en'];122;{'German fiction -- Translations into English'};Paul+Jean;Flower+Fruit;https://www.worldcat.org/search?q=Paul+Jean+Flower+Fruit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG66027;The Woodcutter’s Dog;Nodier, Charles;1780.0;1844.0;1800.0;1800;['en'];86;{'Families -- Juvenile fiction', 'Dogs -- Juvenile fiction', 'Wolves -- Juvenile fiction'};Charles+Nodier;Woodcutter;https://www.worldcat.org/search?q=Charles+Nodier+Woodcutter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63841;A Yellow Aster, Volume 2 (of 3);Caffyn, Mannington, Mrs.;;1926.0;1800.0;1800;['en'];4;{'Fiction'};Mannington+Caffyn;Yellow+Aster;https://www.worldcat.org/search?q=Mannington+Caffyn+Yellow+Aster&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1461;A Legend of Montrose;Scott, Walter;1771.0;1832.0;1800.0;1800;['en'];103;{'Montrose, James Graham, Marquis of, 1612-1650 -- Fiction', 'Historical fiction', 'Scotland -- History -- Charles I, 1625-1649 -- Fiction'};Walter+Scott;Legend+Montrose;https://www.worldcat.org/search?q=Walter+Scott+Legend+Montrose&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50964;Leonora D'Orco: A Historical Romance;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];3;{'Italy -- History -- 1492-1559 -- Fiction'};James;Leonora+Orco;https://www.worldcat.org/search?q=James+Leonora+Orco&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37005;The Devil's Elixir, Vol. 2 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1829.0;1809;['en'];56;{'Gothic fiction'};Hoffmann;Devil+Elixir;https://www.worldcat.org/search?q=Hoffmann+Devil+Elixir&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8880;"Satanstoe; Or, the Littlepage Manuscripts. A Tale of the Colony";Cooper, James Fenimore;1789.0;1851.0;1800.0;1800;['en'];24;{'Antirent War, N.Y., 1839-1846 -- Fiction'};James+Cooper;Satanstoe+Littlepage;https://www.worldcat.org/search?q=James+Cooper+Satanstoe+Littlepage&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64095;A Yellow Aster, Volume 3 (of 3);Caffyn, Mannington, Mrs.;;1926.0;1800.0;1800;['en'];4;{'Fiction'};Mannington+Caffyn;Yellow+Aster;https://www.worldcat.org/search?q=Mannington+Caffyn+Yellow+Aster&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG792;"Wieland; Or, The Transformation: An American Tale";Brown, Charles Brockden;1771.0;1810.0;2009.0;1800;['en'];895;{'Gothic fiction', 'Religious fanaticism -- Fiction', 'Radicals -- Fiction', 'Combustion, Spontaneous -- Fiction', 'Fathers -- Death -- Fiction', 'Horror tales', 'Epistolary fiction', 'Brothers and sisters -- Fiction', 'Psychological fiction', 'Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction'};Charles+Brown;Wieland+Transformation;https://www.worldcat.org/search?q=Charles+Brown+Wieland+Transformation&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2516;Redgauntlet: A Tale of the Eighteenth Century;Scott, Walter;1771.0;1832.0;1800.0;1800;['en'];132;{'Historical fiction', 'Law students -- Fiction', 'Charles Edward, Prince, grandson of James II, King of England, 1720-1788 -- Fiction', 'Jacobites -- Fiction', 'Scotland -- History -- 18th century -- Fiction', 'Princes -- Fiction'};Walter+Scott;Redgauntlet+Tale;https://www.worldcat.org/search?q=Walter+Scott+Redgauntlet+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
