id,title,author,downloads,subjects,birth,death,pyearp
PG47764,Stories of Heroic Deeds for Boys and Girls: Historical Series - Book II,"Johonnot, James",39,"{'Biographical fiction', 'Scotland -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Indians of North America -- Juvenile fiction'}",1823.0,1888.0,1856.0
PG59039,The Master-Girl,"Hilliers, Ashton",9,{'Prehistoric peoples -- Fiction'},1854.0,1941.0,1898.0
PG61712,Cleopatra,"Ferval, Claude",19,"{'Egypt -- History -- 332-30 B.C. -- Fiction', 'Cleopatra, Queen of Egypt, -30 B.C. -- Fiction'}",1856.0,1943.0,1900.0
PG23765,"Captain Boldheart & the Latin-Grammar Master: A Holiday Romance from the Pen of Lieut-Col. Robin Redforth, aged 9","Dickens, Charles",29,"{'Humorous stories', 'Adventure stories', ""Children's stories"", 'Pirates -- Juvenile fiction'}",1812.0,1870.0,1841.0
PG48459,"The Motor Boat Club in Florida; or, Laying the Ghost of Alligator Swamp","Hancock, H. Irving (Harrie Irving)",6,"{'Motorboats -- Juvenile fiction', 'Florida -- Juvenile fiction'}",1868.0,1922.0,1895.0
PG5102,The Path of a Star,"Duncan, Sara Jeannette",14,{'British -- India -- Fiction'},1861.0,1922.0,1892.0
PG50273,The Adventures of M. D'Haricot,"Clouston, J. Storer (Joseph Storer)",7,"{'Humorous stories', 'French -- England -- Fiction'}",1870.0,1944.0,1907.0
PG30417,"The Bright Face of Danger: Being an Account of Some Adventures of Henri de Launay, Son of the Sieur de la Tournoire","Stephens, Robert Neilson",3,{'Historical fiction'},1867.0,1906.0,1886.0
PG6294,"No Defense, Volume 3.","Parker, Gilbert",5,{'Fiction'},1862.0,1932.0,1897.0
PG6364,Warlock o' Glenwarlock: A Homely Romance,"MacDonald, George",13,"{'Highlands (Scotland) -- Fiction', 'Christian fiction'}",1824.0,1905.0,1864.0
PG66498,The Boy and the Baron,"Knapp, Adeline",911,"{'Knights and knighthood -- Juvenile fiction', 'Germany -- History -- Juvenile fiction', 'Middle Ages -- Juvenile fiction'}",1860.0,1909.0,1884.0
PG19648,"Mingo, and Other Sketches in Black and White","Harris, Joel Chandler",9,{'Georgia -- Social life and customs -- Fiction'},1848.0,1908.0,1878.0
PG215,The Call of the Wild,"London, Jack",7130,"{'Nature stories', 'Dogs -- Fiction', 'Feral dogs -- Fiction', 'Sled dogs -- Fiction', 'Animal welfare -- Fiction', 'Pet theft -- Fiction', 'Adventure stories', 'Klondike River Valley (Yukon) -- Fiction'}",1876.0,1916.0,1896.0
PG54761,Children of Men,"Lessing, Bruno",24,"{'Jews -- Fiction', 'Short stories', 'Jewish fiction'}",1870.0,1940.0,1905.0
PG23004,In Madeira Place: 1887,"Chaplin, Heman White",6,"{'Short stories', 'New England -- Social life and customs -- Fiction'}",1847.0,1924.0,1886.0
PG3930,Prince Zilah — Complete,"Claretie, Jules",16,{'Paris (France) -- Fiction'},1840.0,1913.0,1876.0
PG39214,When Love Calls,"Weyman, Stanley John",7,"{'France -- Fiction', 'England -- Fiction', 'Short stories, English'}",1855.0,1928.0,1892.0
PG41139,The Drunkard,"Thorne, Guy",21,"{'Temperance -- Fiction', 'Alcoholism -- Great Britain -- Fiction', 'Alcoholics -- Great Britain -- Fiction'}",1875.0,1923.0,1899.0
PG22186,For the Liberty of Texas,"Stratemeyer, Edward",9,"{'Texas -- History -- Revolution, 1835-1836 -- Fiction'}",1862.0,1930.0,1896.0
PG30313,The Preacher of Cedar Mountain: A Tale of the Open Country,"Seton, Ernest Thompson",85,"{'Clergy -- Fiction', 'Great Plains -- Fiction', 'Western stories'}",1860.0,1946.0,1903.0
PG9415,Olaf the Glorious: A Story of the Viking Age,"Leighton, Robert",42,"{'Olav I Trygveson, King of Norway, 968-1000 -- Juvenile fiction', 'Vikings -- Juvenile fiction'}",1859.0,1934.0,1896.0
PG46582,Clutterbuck's Treasure,"Whishaw, Frederick",17,"{'Treasure troves -- Fiction', 'Inheritance and succession -- Fiction'}",1854.0,1934.0,1894.0
PG34000,Rachel Ray,"Trollope, Anthony",50,"{'Love stories', 'Devon (England) -- Fiction'}",1815.0,1882.0,1848.0
PG1848,Montezuma's Daughter,"Haggard, H. Rider (Henry Rider)",99,"{'Mexico -- History -- Conquest, 1519-1540 -- Fiction'}",1856.0,1925.0,1890.0
PG2351,"John Halifax, Gentleman","Craik, Dinah Maria Mulock",115,"{'Industrial revolution -- England -- Fiction', 'Working class -- England -- Fiction', 'Orphans -- Fiction', 'England -- Social conditions -- 19th century -- Fiction'}",1826.0,1887.0,1856.0
PG15964,The Child of the Dawn,"Benson, Arthur Christopher",10,"{'Near-death experiences -- Fiction', 'Religious fiction', 'Fantasy fiction', 'Spiritual life -- Fiction'}",1862.0,1925.0,1894.0
PG6290,"Wild Youth, Volume 2.","Parker, Gilbert",6,{'Canadian fiction -- 20th century'},1862.0,1932.0,1897.0
PG10573,"Ship's Company, the Entire Collection","Jacobs, W. W. (William Wymark)",24,"{'Humorous stories, English', 'England -- Social life and customs -- Fiction'}",1863.0,1943.0,1903.0
PG64435,First Base Faulkner,"Mathewson, Christy",19,"{'Baseball stories', 'Baseball -- Juvenile fiction'}",1880.0,1925.0,1902.0
PG9263,In the Midst of Alarms,"Barr, Robert",19,{'Canada -- Fiction'},1850.0,1912.0,1881.0
PG5575,"A Word, Only a Word — Volume 04","Ebers, Georg",3,"{""Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction"", 'German fiction -- Translations into English'}",1837.0,1898.0,1868.0
PG6279,"The Money Master, Volume 5.","Parker, Gilbert",5,{'Québec (Province) -- Fiction'},1862.0,1932.0,1897.0
PG31099,'Jena' or 'Sedan'?,"Beyerlein, Franz Adam",14,"{'Germany. Heer -- Fiction', 'German fiction -- Translations into English'}",1871.0,1949.0,1910.0
PG2762,The Brethren,"Haggard, H. Rider (Henry Rider)",126,"{'Crusades -- Fiction', 'Arab countries -- Fiction', 'Great Britain -- History -- Medieval period, 1066-1485 -- Fiction'}",1856.0,1925.0,1890.0
PG3967,Cosmopolis — Complete,"Bourget, Paul",34,{'French fiction -- Translations into English'},1852.0,1935.0,1894.0
PG45857,Two banks of the Seine (Les Deux Rives),"Vandérem, Fernand",9,{'Paris (France) -- Social life and customs -- 19th century -- Fiction'},1864.0,1939.0,1902.0
PG59422,Wisdom's Daughter: The Life and Love Story of She-Who-Must-be-Obeyed,"Haggard, H. Rider (Henry Rider)",42,"{'Africa -- Fiction', 'Women -- Africa -- Fiction', 'Immortalism -- Fiction', 'Fantasy fiction', 'Ayesha (Fictitious character : Haggard) -- Fiction', 'Love stories', 'Reincarnation -- Fiction', 'Adventure stories'}",1856.0,1925.0,1890.0
PG35705,The Spanish Cavalier: A Story of Seville,A. L. O. E.,32,{'Seville (Spain) -- Fiction'},1821.0,1893.0,1857.0
PG38684,Parson Kelly,"Mason, A. E. W. (Alfred Edward Woodley)",11,"{'Historical fiction', 'Jacobite Rebellion, 1745-1746 -- Fiction'}",1865.0,1948.0,1906.0
PG4404,The Shaving of Shagpat; an Arabian entertainment — Volume 4,"Meredith, George",3,"{'Fantasy fiction, English', 'Arab countries -- Fiction'}",1828.0,1909.0,1868.0
PG30448,The Lieutenant-Governor: A Novel,"Carryl, Guy Wetmore",6,{'Fiction'},1873.0,1904.0,1888.0
PG3103,A Little Journey in the World,"Warner, Charles Dudley",10,{'American fiction -- 19th century'},1829.0,1900.0,1864.0
PG5264,Patty's Butterfly Days,"Wells, Carolyn",13,"{'Young women -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Pageants -- Juvenile fiction', 'Summer -- Juvenile fiction', 'Seashore -- Juvenile fiction'}",1862.0,1942.0,1902.0
PG2697,The Guardian Angel,"Holmes, Oliver Wendell",32,"{'Psychological fiction', 'Psychotherapy patients -- Fiction', 'Mental illness -- Fiction', 'Mentally ill -- Fiction', 'Young women -- Fiction'}",1809.0,1894.0,1852.0
PG45262,The Bungalow Boys in the Great Northwest,"Goldfrap, John Henry",7,"{'Northwest, Pacific -- Juvenile fiction', 'Mystery and detective stories', 'Inventions -- Juvenile fiction', 'Smugglers -- Juvenile fiction'}",1879.0,1917.0,1898.0
PG56986,"The Babe, B.A.: Being the Uneventful History of a Young Gentleman at Cambridge University","Benson, E. F. (Edward Frederic)",18,"{'College stories', 'Cambridge (England) -- Fiction', 'University of Cambridge -- Fiction', 'College students -- Fiction'}",1867.0,1940.0,1904.0
PG23607,A Circuit Rider's Wife,"Harris, Corra",6,"{'Circuit riders -- Fiction', 'Spouses of clergy -- Fiction', 'Christian fiction', 'Domestic fiction'}",1869.0,1935.0,1902.0
PG25203,The Land of Fire: A Tale of Adventure,"Reid, Mayne",29,"{'Rescues -- Juvenile fiction', 'Castaways -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Fuegians -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Tierra del Fuego (Argentina and Chile) -- Juvenile fiction', 'Sailors -- Juvenile fiction'}",1818.0,1883.0,1850.0
PG6199,Cumner's Son and Other South Sea Folk — Volume 05,"Parker, Gilbert",4,{'Oceania -- Fiction'},1862.0,1932.0,1897.0
PG2761,"Benita, an African romance","Haggard, H. Rider (Henry Rider)",88,"{'Adventure and adventurers -- Fiction', 'Africa, East -- Fiction'}",1856.0,1925.0,1890.0
PG47002,The Usurper: An Episode in Japanese History,"Gautier, Judith",33,"{'French fiction -- Translations into English', 'Japan -- History -- Fiction'}",1845.0,1917.0,1881.0
PG56177,The Island of Fantasy: A Romance,"Hume, Fergus",29,"{'Islands -- Fiction', 'Greece -- Fiction', 'Adventure stories', 'Love stories'}",1859.0,1932.0,1896.0
PG344,"The Merry Men, and Other Tales and Fables","Stevenson, Robert Louis",215,"{'Great Britain -- History -- 19th century -- Fiction', 'Treasure troves -- Fiction', 'Paranormal fiction', 'Boys -- Fiction'}",1850.0,1894.0,1872.0
PG31485,The Blue Goose,"Nason, Frank Lewis",29,"{'Love stories', 'Strikes and lockouts -- Fiction', 'Miners -- Fiction', 'Mines and mineral resources -- Colorado -- Fiction'}",1856.0,1928.0,1892.0
PG35920,The Sea Lady,"Wells, H. G. (Herbert George)",73,"{'Mermaids -- Fiction', 'Fantasy fiction'}",1866.0,1946.0,1906.0
PG29404,The Very Small Person,"Donnell, Annie Hamilton",19,{'Children -- Fiction'},1862.0,1943.0,1902.0
PG1761,My Buried Treasure,"Davis, Richard Harding",8,"{'Short stories', 'Fiction'}",1864.0,1916.0,1890.0
PG5140,He Knew He Was Right,"Trollope, Anthony",75,"{'Married people -- Fiction', 'Husbands -- Fiction', 'Psychological fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Domestic fiction'}",1815.0,1882.0,1848.0
PG25581,Rinkitink in Oz,"Baum, L. Frank (Lyman Frank)",119,"{'Islands -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Slaves -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Goats -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Fantasy literature', 'Adventure and adventurers -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Escapes -- Juvenile fiction'}",1856.0,1919.0,1888.0
PG28680,"The Young Surveyor; Or, Jack on the Prairies","Trowbridge, J. T. (John Townsend)",10,"{'Surveyors -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1827.0,1916.0,1872.0
PG35290,Mattie:—A Stray (Vol 1 of 3),"Robinson, F. W. (Frederick William)",17,{'English fiction -- 19th century'},1830.0,1901.0,1866.0
PG5987,In Kedar's Tents,"Merriman, Henry Seton",13,"{'Spain -- History -- Carlist War, 1833-1840 -- Fiction'}",1862.0,1903.0,1882.0
PG31886,Pretty Michal,"Jókai, Mór",13,{'Hungary -- Fiction'},1825.0,1904.0,1864.0
PG6258,"Donovan Pasha, and Some People of Egypt — Volume 3","Parker, Gilbert",9,"{'Egypt -- Fiction', 'Short stories'}",1862.0,1932.0,1897.0
PG11639,Figures of Earth: A Comedy of Appearances,"Cabell, James Branch",29,"{'Wit and humor', 'Fantasy fiction'}",1879.0,1958.0,1918.0
PG2029,Lahoma,"Ellis, J. Breckenridge (John Breckenridge)",4,"{'Historical fiction', 'Oklahoma -- Fiction'}",1870.0,1956.0,1913.0
PG48863,"The Motor Boat Club off Long Island; or, A Daring Marine Game at Racing Speed","Hancock, H. Irving (Harrie Irving)",7,"{'Motorboats -- Juvenile fiction', 'Long Island (N.Y.) -- Juvenile fiction'}",1868.0,1922.0,1895.0
PG62911,Cattle,"Watanna, Onoto",15,"{'Alberta -- Fiction', 'Ranch life -- Fiction'}",1875.0,1954.0,1914.0
PG26451,"A Stable for Nightmares; or, Weird Tales","Young, Charles L. (Charles Lawrence), Sir",107,{'Fantasy fiction'},1839.0,1887.0,1863.0
PG28381,"Ben, the Luggage Boy; Or, Among the Wharves","Alger, Horatio, Jr.",37,"{'New York (N.Y.) -- History -- Fiction', 'Runaways -- Fiction'}",1832.0,1899.0,1866.0
PG33004,The Red Rat's Daughter,"Boothby, Guy",17,"{'Mystery and detective stories', 'Fiction'}",1867.0,1905.0,1886.0
PG21701,The Settler and the Savage,"Ballantyne, R. M. (Robert Michael)",35,"{'Friendship -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Slavery -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Hunting -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'South Africa -- Juvenile fiction'}",1825.0,1894.0,1860.0
PG12386,Samantha at the St. Louis Exposition,"Holley, Marietta",1,"{'Louisiana Purchase Exposition (1904 : Saint Louis, Mo.) -- Fiction'}",1836.0,1926.0,1881.0
PG329,Island Nights' Entertainments,"Stevenson, Robert Louis",227,"{'Short stories', 'Islands of the Pacific -- Fiction'}",1850.0,1894.0,1872.0
PG19360,Six to Sixteen: A Story for Girls,"Ewing, Juliana Horatia",45,"{'Family life -- Juvenile fiction', 'England -- Juvenile fiction', 'Girls -- Juvenile fiction'}",1841.0,1885.0,1863.0
PG53049,Instead of the Thorn: A Novel,"Burnham, Clara Louise",20,"{'Love stories', 'Children of the rich -- Fiction', 'Maine -- Fiction', 'Young women -- Fiction'}",1854.0,1927.0,1890.0
PG17031,The Disentanglers,"Lang, Andrew",34,"{'Short stories', 'Fiction'}",1844.0,1912.0,1878.0
PG1734,The Secret Places of the Heart,"Wells, H. G. (Herbert George)",32,"{'England -- Fiction', 'Man-woman relationships -- Fiction', 'Psychological fiction'}",1866.0,1946.0,1906.0
PG15607,"Family Pride; Or, Purified by Suffering","Holmes, Mary Jane",7,"{'American fiction', 'Dime novels'}",1825.0,1907.0,1866.0
PG2152,Island Tales / On the Makaloa Mat,"London, Jack",89,{'Hawaii -- Social life and customs -- Fiction'},1876.0,1916.0,1896.0
PG8805,From One Generation to Another,"Merriman, Henry Seton",8,{'Fiction'},1862.0,1903.0,1882.0
PG57910,Running Free,"Connolly, James B. (James Brendan)",9,"{'Short stories, American', 'American fiction -- 20th century', 'Sea stories'}",1868.0,1957.0,1912.0
PG46156,The Maid of Sker,"Blackmore, R. D. (Richard Doddridge)",104,"{'Romance fiction', 'Wales -- Fiction', 'Foundlings -- Fiction'}",1825.0,1900.0,1862.0
PG63868,"The Boy Miners; Or, The Enchanted Island, A Tale of the Yellowstone Country","Ellis, Edward Sylvester",11,"{'Gold mines and mining -- Fiction', 'Mohave Indians -- Fiction', 'African American cowboys -- Fiction', 'Dime novels', 'California -- Gold discoveries -- Fiction', 'Western stories', 'Miners -- Fiction'}",1840.0,1916.0,1878.0
PG50862,Dolly and Molly and the Farmer Man,"Gordon, Elizabeth",7,"{'Twins -- Juvenile fiction', 'Farmers -- Juvenile fiction', 'Hay -- Harvesting -- Juvenile fiction'}",1866.0,1922.0,1894.0
PG28221,Dorothy's Triumph,"Raymond, Evelyn",14,"{'Chester, Dorothy (Fictitious character) -- Juvenile fiction', 'Concerts -- Juvenile fiction', 'Musicians -- Juvenile fiction', 'Violin -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction'}",1843.0,1910.0,1876.0
PG13716,A Trip to Venus: A Novel,"Munro, John",100,"{'Science fiction', 'Venus (Planet) -- Fiction'}",1849.0,1930.0,1890.0
PG3978,Fromont and Risler — Volume 3,"Daudet, Alphonse",2,"{'French fiction -- Translations into English', 'Paris (France) -- Fiction'}",1840.0,1897.0,1868.0
PG1415,Doctor Marigold,"Dickens, Charles",72,"{'Deaf children -- Fiction', 'Adoptive parents -- Fiction', 'Christmas stories', 'Short stories, English'}",1812.0,1870.0,1841.0
